Address,AreaName,bedrooms,bathrooms,sqft_living,sqft_lot,floors, price 
"108 LAURA RD Toronto, ON",Jane and Finch,4,2.25,1780,6120,1,"$587,500.00 "
"#2810 - 16 BROOKERS LANE Toronto, ON",Humber Bay Shores,4,2.25,3180,6105,2,"$1,315,000.00 "
"31 GREEN SPRING DR Toronto, ON",Toronto,4,2.5,3380,27589,2,"$1,430,000.00 "
"#35 - 10 ESTERBROOKE AVE Toronto, ON",Don Valley Village,4,2.25,2690,15000,2,"$700,000.00 "
"12 LASKAY CRES Toronto, ON",Jane and Finch,2,1,1180,6552,1,"$275,000.00 "
"361 CENTENNIAL RD Toronto, ON",Port Union,3,1,1660,11783,1,"$367,500.00 "
"#1612 - 18 SOMMERSET WAY Toronto, ON",Willowdale,4,2.5,2260,6300,2,"$453,250.00 "
"#512 - 12 REAN DR Toronto, ON",Bayview Village,5,1.75,1910,5428,1,"$607,000.00 "
"#221 - 10 BLOORVIEW PL Toronto, ON",Don Valley Village,4,2,2430,8960,1,"$255,000.00 "
"5649 YONGE ST Toronto, ON",Newtonbrook,2,2,1300,2500,1,"$501,000.00 "
"#Th3 - 1 REAN DR Toronto, ON",Bayview Village,3,1,1060,4650,1,"$450,000.00 "
"986 CALEDONIA RD Toronto, ON",Glen Park,3,2.25,2200,8000,2,"$360,000.00 "
"#2009 - 370 DIXON RD Toronto, ON",Kingsview Village,4,1.75,1720,3050,1.5,"$460,000.00 "
"#2209 - 90 PARK LAWN RD Toronto, ON",Humber Bay,3,1.75,2360,8290,1,"$753,000.00 "
"#109 - 5 FRITH RD Toronto, ON",Jane and Finch,2,1,820,4234,1,"$389,950.00 "
"5 LIGHTHALL CRES Toronto, ON",Malvern,2,1,1030,4400,1,"$469,000.00 "
"#2203 - 10 SUNNY GLEN WAY Toronto, ON",Flemingdon Park,4,1.75,2030,5688,2,"$550,000.00 "
"# 809 - 236 ALBION RD Toronto, ON",Rexdale,5,3.5,2700,11675,1.5,"$565,000.00 "
"#113 - 127 WESTMORE DR Toronto, ON",Rexdale,2,1.75,1100,7600,1,"$189,650.00 "
"#20 - 50 VERNE CRES Toronto, ON",Malvern,4,3.25,3620,5131,2,"$1,525,000.00 "
"149 LAURA RD Toronto, ON",Jane and Finch,3,1.75,1340,8000,1,"$260,000.00 "
"#210 - 10 BLOORVIEW PL Toronto, ON",Don Valley Village,3,1.75,1790,12000,1,"$243,000.00 "
"#1512 - 36 LEE CENTRE DR Toronto, ON",Woburn,4,2.5,3830,13800,1,"$1,100,000.00 "
"#2301 - 181 WYNFORD DR Toronto, ON",Victoria Village,3,1.5,1580,7200,1,"$249,000.00 "
"#30 - 2901 STEELES AVE W Toronto, ON",York University Heights,2,1,2020,7200,1,"$720,000.00 "
"#606 - 18 HOLMES AVE Toronto, ON",Willowdale,4,2.5,3330,9557,2,"$905,000.00 "
"#1622 - 19 SINGER CRT Toronto, ON",Bayview Village,4,2.5,2610,3500,1.5,"$824,500.00 "
"#2309 - 2220 LAKE SHORE BLVD Toronto, ON",Mimico,4,2.75,2610,8760,1,"$762,500.00 "
"#106 - 5162 YONGE ST Toronto, ON",Willowdale,3,2.5,1740,1280,3,"$580,000.00 "
"34 GREEN BUSH RD Toronto, ON",Newtonbrook,3,2,1840,8580,1,"$380,000.00 "
"#2012 - 70 FOREST MANOR RD Toronto, ON",Henry Farm,3,1.75,1080,3200,1,"$805,000.00 "
"2919 ISLINGTON AVE Toronto, ON",Humber Summit,4,1.75,1240,4532,1.5,"$520,000.00 "
"#903 - 35 FINCH AVE E Toronto, ON",Willowdale,5,4.5,5620,5800,3,"$1,569,500.00 "
"#218 - 2835 ISLINGTON AVE N Toronto, ON",Humber Summit,2,1,1170,8925,1,"$175,000.00 "
"#1109 - 1 FOUR WINDS DR Toronto, ON",Jane and Finch,4,2.25,1760,9602,2,"$353,500.00 "
"1530 ALBION RD Toronto, ON",Rexdale,4,2.5,2230,26989,1,"$500,000.00 "
"#2407 - 50 BRIAN HARRISON WAY Toronto, ON",Bendale,3,1.75,1520,7350,1,"$386,500.00 "
"311 SILVERTHORN AVE Toronto, ON",Silverthorn,2,1,1450,4750,1,"$210,000.00 "
"#2202 - 155 LEGION RD Toronto, ON",Mimico,3,2.5,1600,6510,1,"$439,500.00 "
"#914 - 2835 ISLINGTON AVE Toronto, ON",Humber Summit,5,2.5,3220,5751,2,"$315,000.00 "
"#2803 - 215 SHERWAY GARDENS RD Toronto, ON",Islington - City Centre West,4,2.5,1830,8601,2,"$339,000.00 "
"12 FULWELL CRES Toronto, ON",York University Heights,4,2.25,2200,9163,1,"$655,000.00 "
"#206 - 2825 ISLINGTON AVE Toronto, ON",Humber Summit,2,2.5,2170,8678,1,"$740,000.00 "
"92 GRISTONE CRES Toronto, ON",Rouge,5,2.5,1900,7843,2,"$685,000.00 "
"140 MABERLEY CRES Toronto, ON",Rouge,5,2.5,2960,9877,1,"$550,000.00 "
"52 LEAHANN DR Toronto, ON",McGregor Park,2,1.75,1710,4234,2,"$405,000.00 "
"#2429 - 165 LEGION RD N Toronto, ON",Mimico,4,2.25,2620,17366,1,"$765,000.00 "
"238 LUMSDEN AVE Toronto, ON",Woodbine - Lumsden,3,2,2140,3600,2,"$625,000.00 "
"1 FRIARS LANE Toronto, ON",Thorncrest Village,4,2.5,2100,19680,1.5,"$207,000.00 "
"#918 - 15 JAMES FINLAY WAY Toronto, ON",Downsview,4,2.5,2100,19680,1.5,"$370,000.00 "
"414 MELROSE ST Toronto, ON",Mimico,3,2.5,1460,4961,1,"$475,000.00 "
"17 DELABO DR Toronto, ON",York University Heights,2,1,990,8250,1,"$365,000.00 "
"83 HEARST CIRC Toronto, ON",Brookhaven,4,2.25,2190,6800,1,"$411,800.00 "
"#1703 - 5 CONCORDE PL Toronto, ON",Victoria Village,5,3.5,3990,42436,2,"$668,000.00 "
"#421 - 120 HARRISON GARDEN BLVD Toronto, ON",Willowdale,3,2.5,2340,3630,2,"$618,000.00 "
"#801 - 15 JAMES FINLAY WAY Toronto, ON",Downsview,4,2,2460,5921,1,"$247,500.00 "
"#1105 - 19 SINGER CRT Toronto, ON",Bayview Village,5,3,2080,6150,1,"$345,000.00 "
"#1207 - 80 ANTIBES DR Toronto, ON",Newtonbrook,3,2,1700,8400,2,"$616,300.00 "
"#203 - 275 BAMBURGH CIRC Toronto, ON",Steeles,3,1.5,1330,6768,1,"$348,000.00 "
"18 MIDDLEPORT CRES Toronto, ON",Malvern,3,2.5,1630,10762,1,"$425,000.00 "
"3 PRINCEMERE CRES Toronto, ON",Wexford,5,2.75,2920,11880,1,"$850,000.00 "
"#2603 - 15 VIKING LANE Toronto, ON",Islington - City Centre West,5,2.75,2830,6137,2,"$820,000.00 "
"#504 - 8 SILVER BELL GRVE Toronto, ON",Malvern,4,2.25,3190,52953,2,"$832,000.00 "
"#1014 - 4 ELSINORE PATH Toronto, ON",New Toronto,3,1.75,1490,3840,2,"$835,000.00 "
"#308 - 20 OLIVE AVE Toronto, ON",Willowdale,3,2.5,1630,3425,2,"$350,000.00 "
"#612 - 9 FOUR WINDS DR Toronto, ON",Jane and Finch,4,2.5,2280,4096,2,"$349,000.00 "
"#Th104 - 399 SPRING GARDEN AVE Toronto, ON",Willowdale,6,3.75,3010,4360,2,"$1,125,000.00 "
"10 FRONTENAC AVE Toronto, ON",Midtown Toronto,3,2.5,1590,3480,2,"$320,000.00 "
"#2406 - 770 LAWRENCE AVE W Toronto, ON",Lawrence Heights,3,1,1250,7210,1,"$150,000.00 "
"18 SWALLOWTAIL RD Toronto, ON",Malvern,3,1,1710,10190,1,"$340,000.00 "
"38 BELANGER CRES Toronto, ON",Clairlea - Birchmount,4,4,3280,8448,2,"$785,500.00 "
"#702 - 256 DORIS AVE Toronto, ON",Willowdale,4,2.5,3362,8601,2,"$410,500.00 "
"15 FERN AVE Toronto, ON",Roncesvalles Village,3,2.5,2200,11000,2,"$580,000.00 "
"10 HIGH POINT RD Toronto, ON",Bridle Path,2,1.5,830,920,2,"$345,000.00 "
"#27 - 71 CASS AVE Toronto, ON",Tam O'Shanter,3,2.25,2160,37000,1.5,"$550,000.00 "
"#402 - 2087 LAKE SHORE BLVD Toronto, ON",Humber Bay Shores,4,3,2580,7299,2,"$449,500.00 "
"#731 - 2885 BAYVIEW AVE Toronto, ON",Bayview Village,3,1,2150,7007,1,"$300,000.00 "
"#512 - 20 OLIVE AVE Toronto, ON",Willowdale,4,2.5,3510,28052,2,"$915,000.00 "
"#M4 - 3390 WESTON RD Toronto, ON",Emery,4,3.75,3810,9916,2,"$1,575,000.00 "
"6 HUXTABLE LANE Toronto, ON",Rouge,4,2.75,2020,2750,1,"$599,000.00 "
"#1703 - 50 TOWN CENTRE CRT Toronto, ON",Bendale,4,2.5,2120,10202,1,"$755,000.00 "
"#816 - 39 KIMBERCROFT CRT Toronto, ON",White Haven,3,1,1250,7157,1,"$400,000.00 "
"6 TANNER CRT Toronto, ON",Newtonbrook,3,1,980,9115,1,"$133,000.00 "
"#906 - 155 BEECROFT RD Toronto, ON",Willowdale,4,1.5,1250,8400,1,"$330,000.00 "
"#3704 - 2045 LAKE SHORE BLVD W Toronto, ON",Mimico,4,1,1100,5000,1.5,"$330,000.00 "
"#2908 - 25 TOWN CENTRE CRT Toronto, ON",Bendale,3,1.75,1330,9417,1,"$375,000.00 "
"225 THE DONWAY West North York, ON",Don Mills,4,2.75,2560,8956,1,"$485,000.00 "
"#405 - 2015 SHEPPARD AVE Toronto, ON",Henry Farm,4,2.5,1850,11250,1.5,"$470,000.00 "
"2655 LAWRENCE AVE E Toronto, ON",Bendale,4,3,2790,3600,2,"$1,045,000.00 "
"#315 - 36 LISGAR ST Toronto, ON",Little Portugal,4,1,1660,4704,1.5,"$548,800.00 "
"#1 - 3290 MIDLAND AVE Toronto, ON",Agincourt,2,1,1080,2674,1,"$315,000.00 "
"#Ph63 - 60 ANN O&#39;REILLY RD Toronto, ON",Port Hope,3,2,3030,9374,1,"$590,000.00 "
"#238 - 4438 SHEPPARD AVE E Toronto, ON",Agincourt,4,2.5,2380,12067,2,"$439,950.00 "
"#8 G - 1921 EGLINTON AVE E Toronto, ON",Golden Mile,3,1.75,2250,26337,1,"$325,000.00 "
"#601 - 188 DORIS AVE Toronto, ON",Willowdale,2,1,880,5111,1,"$400,000.00 "
"#1217 - 800 LAWRENCE AVE W Toronto, ON",Lawrence Heights,4,2.5,2770,10051,2,"$685,000.00 "
"#5703 - 14 YORK ST Toronto, ON",Downtown,3,2,1340,10200,1.5,"$339,950.00 "
"#347 - 8 TELEGRAM MEWS Toronto, ON",Downtown,3,1.75,1660,8160,1,"$315,000.00 "
"#1305 - 2885 BAYVIEW AVE Toronto, ON",Bayview Village,3,2.5,1710,3795,2,"$411,753.00 "
"#402 - 159 DUNDAS ST E Toronto, ON",Downtown,2,1.75,1620,4879,1,"$577,000.00 "
"#1413 - 323 RICHMOND ST E Toronto, ON",Old Town,3,1.75,1530,8829,1,"$500,000.00 "
"#517 - 181 VILLAGE GREEN SQ Toronto, ON",Agincourt,3,2,1440,10111,1,"$210,000.00 "
"#902 - 18 HOLMES AVE Toronto, ON",Willowdale,4,1.75,2020,16120,1,"$640,000.00 "
"#705 - 4101 SHEPPARD AVE E Toronto, ON",Agincourt,4,1.75,1870,8663,1,"$460,000.00 "
"#352 - 151 DAN LECKIE WAY Toronto, ON",Downtown,2,1,620,4760,1,"$265,000.00 "
"#2706 - 5168 YONGE ST Toronto, ON",Willowdale,5,5,5774,31675,1,"$740,000.00 "
"#201 - 760 THE QUEENSWAY AVE Toronto, ON",The Queensway,3,1,1240,6195,1,"$230,000.00 "
"39 RINGWAY CRES Toronto, ON",Rexdale,3,1.75,1890,10661,1,"$315,000.00 "
"#427 - 300 MANITOBA ST Toronto, ON",Mimico,3,1.75,2410,51763,1,"$432,000.00 "
"#619 - 400 ADELAIDE ST E Toronto, ON",Downtown,3,2.5,1530,3984,2,"$467,000.00 "
"#Ph05 - 4091 SHEPPARD AVE E Toronto, ON",Agincourt,5,3.75,2800,9900,1,"$255,000.00 "
"#6 - 200 MCLEVIN AVE Toronto, ON",Malvern,3,1.75,1460,6360,1,"$316,500.00 "
"#2808 - 32 DAVENPORT RD Toronto, ON",Midtown Toronto,4,2,1580,6250,1,"$190,000.00 "
"#2902 - 2167 LAKESHORE BLVD Toronto, ON",Parkdale,3,2,1450,2400,1.5,"$490,000.00 "
"#4107 - 45 CHARLES ST E Toronto, ON",Downtown,4,1.75,1990,23200,1,"$378,000.00 "
"#4411 - 12 YORK ST Toronto, ON",Downtown,6,4,4470,17877,3,"$598,800.00 "
"#1202 - 9 BOGERT AVE Toronto, ON",Lansing,5,3,1980,3868,1,"$333,800.00 "
"#510 - 125 PETER ST Toronto, ON",Downtown,4,2.5,2920,9904,2,"$690,000.00 "
"#517 - 77 MAITLAND PL Toronto, ON",Downtown,4,1.75,1660,6200,1,"$320,000.00 "
"#1102 - 22 OLIVE AVE Toronto, ON",Willowdale,4,3.5,3190,6000,1.5,"$1,249,000.00 "
"#901 - 15 LEGION RD Toronto, ON",Mimico,3,1.5,1560,9600,1,"$335,000.00 "
"236 LAWRENCE AVE E Toronto, ON",Midtown Toronto,3,2.5,3050,33920,1,"$840,000.00 "
"#510 - 18 PARKVIEW AVE Toronto, ON",Willowdale,4,2.75,3030,21780,2,"$608,250.00 "
"#Ph102 - 5791 YONGE ST Toronto, ON",Newtonbrook,3,2.5,2260,4165,2,"$550,000.00 "
"#1202 - 5791 YONGE ST Toronto, ON",Newtonbrook,3,1,1260,7920,1,"$240,000.00 "
"32 WESTLEIGH CRES Toronto, ON",Alderwood,3,2.25,3370,11757,2,"$998,000.00 "
"#1506 - 39 SHERBOURNE ST Toronto, ON",Downtown,3,1.75,1490,8000,1,"$275,000.00 "
"#2204 - 2212 LAKESHORE BLVD W Toronto, ON",Mimico,3,2.5,1570,9292,1,"$284,200.00 "
"#2809 - 45 CHARLES ST E Toronto, ON",Downtown,4,3.75,4490,7623,2,"$1,715,000.00 "
"#1203 - 1910 LAKESHORE BLVD Toronto, ON",Sunnyside,4,3.75,4090,24825,2,"$2,400,000.00 "
"#707 - 75 QUEENS WHARF RD Toronto, ON",Downtown,5,2.5,4150,96574,2,"$930,800.00 "
"#1801 - 60 BYNG AVE Toronto, ON",Willowdale,4,3,2900,10400,1,"$930,000.00 "
"#3323 - 275 VILLAGE GREEN SQ Toronto, ON",Agincourt,4,1.5,1430,8775,1,"$215,000.00 "
"2906 EGLINTON AVE Toronto, ON",Eglinton East,2,1.5,1008,26487,1,"$480,000.00 "
"#2902 - 9 BOGERT AVE Toronto, ON",Lansing,2,1.75,1480,5120,1,"$483,945.00 "
"#515 - 101 CHARLES ST E Toronto, ON",Downtown,3,1.75,1240,8050,1,"$347,000.00 "
"#2203 E - 36 LISGAR ST Toronto, ON",Little Portugal,3,2,1370,9760,1,"$232,500.00 "
"#1512 - 352 FRONT ST Toronto, ON",Downtown,4,2.25,1770,33132,1,"$390,000.00 "
"#504 - 212 ST. GEORGE ST Toronto, ON",Midtown Toronto,3,2.25,2160,15360,1,"$550,000.00 "
"#1808 - 60 BYNG AVE Toronto, ON",Willowdale,4,2.5,2340,8971,2,"$590,000.00 "
"#207 - 228 BONIS AVE Toronto, ON",Tam O'Shanter,1,1,960,40946,1,"$420,850.00 "
"#610 - 637 LAKE SHORE BLVD W Toronto, ON",Niagara,4,2.5,2280,8190,1,"$345,000.00 "
"#3805 - 8 The Esplanade Ave Toronto, ON",Downtown,3,2,1970,7000,1,"$429,800.00 "
"#3 - 380 Driftwood Ave Toronto, ON",Jane and Finch,4,1.75,1530,17664,1.5,"$302,000.00 "
"70 Struthers St Toronto, ON",Mimico,4,1.5,1790,3952,1.5,"$800,000.00 "
"#2807 - 90 Park Lawn Rd Toronto, ON",Humber Bay,3,2.5,1700,6000,2,"$250,000.00 "
"103 Fishery Rd Toronto, ON",Highland Creek,3,2,2660,4500,1,"$605,000.00 "
"95 Treetops Crt Toronto, ON",Toronto,3,1.75,1950,52256,1,"$412,000.00 "
"21 Wheeling Dr Toronto, ON",Rouge,3,2,1340,5670,2,"$252,000.00 "
"79 Cayuga Ave Toronto, ON",Harwood,3,1,1130,12500,1.5,"$375,000.00 "
"#2409 - 44 St Joseph St Toronto, ON",Downtown,2,1.75,1950,2719,1,"$725,000.00 "
"#Sph03 - 50 Bruyeres Mews Toronto, ON",Niagara,5,3.5,3790,8200,1,"$471,750.00 "
"23 Temple Ave Toronto, ON",Parkdale,4,2.25,2020,85813,2,"$490,000.00 "
"169 Beaconsfield Ave Toronto, ON",Little Portugal,2,1,800,5100,1,"$439,000.00 "
"64 Windrush Tr Toronto, ON",Highland Creek,4,2,1770,8890,1,"$355,000.00 "
"#1033 - 3045 Finch Ave Toronto, ON",Emery,1,0.75,940,87120,1,"$250,000.00 "
"8 Windwood Dr Toronto, ON",Rexdale,4,2.25,2260,16188,1,"$780,000.00 "
"11 Carsbrooke Rd Toronto, ON",Etobicoke West Mall,2,1,890,3271,1,"$409,000.00 "
"116 Via Cassia Dr Toronto, ON",Brookhaven - Amesbury,2,1,860,3880,1,"$420,000.00 "
"41 Gage Ave Toronto, ON",Bendale,1,0.75,680,9600,1,"$200,000.00 "
"72 Great Oak Dr Toronto, ON",Princess - Rosethorn,2,1.5,2130,35679,1,"$830,000.00 "
"55 Mimico Ave Toronto, ON",Mimico,3,2.5,2390,4555,2,"$695,000.00 "
"130 Spring Garden Ave Toronto, ON",Willowdale,4,2.75,3488,9614,2,"$815,000.00 "
"#516 - 340 Dixon Rd Toronto, ON",Kingsview Village,3,1.75,1260,6223,1,"$210,000.00 "
"7 Willowhurst Cres Toronto, ON",Wexford,3,1.75,2940,6000,1,"$635,000.00 "
"19 Humber Ridge Dr Toronto, ON",Sunnylea,4,2.5,2440,7322,2,"$562,500.00 "
"#410 - 15 Sewells Rd Toronto, ON",Malvern,4,2.5,2600,11951,2,"$402,500.00 "
"93 Mona Dr Toronto, ON",Lytton Park,3,2,2080,7020,1,"$555,000.00 "
"#1110 - 33 University Ave Toronto, ON",Downtown,3,1,1990,7173,1,"$310,000.00 "
"#1019 - 39 Queens Quay Toronto, ON",Downtown,4,2.5,2840,18001,2,"$500,000.00 "
"7 Harcroft Rd Toronto, ON",Swansea,6,3,2630,8800,1,"$430,000.00 "
"#130 - 2320 Gerrard St Toronto, ON",Upper Beaches,3,4.25,2820,7200,2,"$1,600,000.00 "
"#1005 - 205 Frederick St Toronto, ON",Downtown,4,1,1560,4080,1.5,"$627,500.00 "
"75 Vanbrugh Ave Toronto, ON",Cliffside,4,2.5,2330,7050,2,"$335,000.00 "
"#308 - 5940 Yonge St Toronto, ON",Newtonbrook,4,2.25,3320,20100,1,"$962,000.00 "
"24 Amiens Rd Toronto, ON",West Hill,3,1.75,1730,14270,1,"$299,000.00 "
"#603 - 28 Hollywood Ave Toronto, ON",Willowdale,4,2.5,3110,5868,2,"$399,950.00 "
"1 Toba Dr Toronto, ON",York Mills,3,1,1230,9660,1,"$322,000.00 "
"140 Fairholme Ave Toronto, ON",Midtown Toronto,2,1.5,950,4625,1,"$430,000.00 "
"#211 - 360 Ridelle Ave Toronto, ON",Midtown Toronto,3,1.75,1890,13860,1,"$307,000.00 "
"#9 - 1947 Lawrence Ave Toronto, ON",Weston,3,1.5,1010,5000,1,"$194,000.00 "
"33 Chelwood Rd Toronto, ON",Ionview,3,1,1010,8581,1,"$180,000.00 "
"4609 Kingston Rd Toronto, ON",West Hill,4,2.25,2340,13383,1,"$465,000.00 "
"#1001 - 15 Singer Crt Toronto, ON",Bayview Village,4,2.5,2460,9296,2,"$722,500.00 "
"50 Beckett Ave Toronto, ON",Rustic,2,1,1010,3400,1,"$470,450.00 "
"#201 - 56 Sidney Belsey Cres Toronto, ON",Mount Dennis,3,2.5,1650,6000,2,"$280,000.00 "
"59 New Forest Sq Toronto, ON",L'Amoreaux,4,2,1440,6702,1,"$176,250.00 "
"4 Dubarry Ave Toronto, ON",West Hill,5,1,1710,9100,1.5,"$560,000.00 "
"#903 - 880 Grandview Way Toronto, ON",Willowdale,3,2.5,2760,11287,2,"$830,000.00 "
"#44 - 10 Esterbrook Ave Toronto, ON",Don Valley Village,2,1,1350,10096,1,"$276,900.00 "
"41 Archibald Mews Toronto, ON",Bendale,3,1.75,1660,4800,2,"$625,000.00 "
"37 Thirty Second St Toronto, ON",Long Branch,4,2.5,2960,4760,2,"$1,015,000.00 "
"326 Jaybell Grve Toronto, ON",Rouge,1,1,1090,8750,1,"$463,500.00 "
"161 Harding Blvd Toronto, ON",Birch Cliff,3,2.5,3110,9015,2,"$485,000.00 "
"138 Andona Cres Toronto, ON",Port Union,3,2,1380,7476,1,"$272,000.00 "
"#1804 - 5 Old Sheppard Ave Toronto, ON",Pleasant View,2,1,1290,3140,2,"$305,000.00 "
"#1702 - 65 St Mary St Toronto, ON",Downtown,3,2.5,1980,13964,1,"$760,000.00 "
"7 East Haven Dr Toronto, ON",Cliffside,2,1,870,6126,1,"$387,500.00 "
"#326 - 36 Via Bagnato Toronto, ON",Lawrence Heights,4,2.5,2470,5015,2,"$352,000.00 "
"#201 - 2 Glamorgan Ave Toronto, ON",Dorset Park,3,1.75,2140,40098,1,"$507,000.00 "
"3 Bijou Walk Toronto, ON",Mount Dennis,3,1,770,9750,1,"$156,000.00 "
"3 Belle Ayre Blvd Toronto, ON",Mount Pleasant East,3,3.25,1490,857,3,"$580,000.00 "
"#304 - 25 The Esplanade St Toronto, ON",Downtown,4,2.5,2510,35020,1,"$630,000.00 "
"144 Kingsdale Ave Toronto, ON",Willowdale,5,1.5,1950,9000,1,"$275,000.00 "
"78 Provence Tr Toronto, ON",Rexdale,5,4,3600,14720,1,"$835,000.00 "
"#309 - 1 Palace Pier Crt Toronto, ON",Mimico,4,2.5,2380,7850,2,"$340,000.00 "
"#922 - 11753 Sheppard Ave Toronto, ON",Rouge,2,1,720,6687,1,"$329,350.00 "
"#2002 - 2350 Bridletowne Circ Toronto, ON",Milliken,3,3.5,4070,26000,2,"$1,480,000.00 "
"102 Church Ave Toronto, ON",Willowdale,3,1,1250,150117,1,"$475,000.00 "
"#4 - 2009 Lawrence Ave Toronto, ON",Weston,3,2.25,2190,2416,3,"$719,950.00 "
"#304 - 60 Sidney Belsey Cres Toronto, ON",Mount Dennis,1,1,810,2451,1,"$235,000.00 "
"#1207 - 5765 Yonge St Toronto, ON",Newtonbrook,3,1.5,2440,5750,1,"$875,000.00 "
"#3503 - 4968 Yonge St Toronto, ON",Lansing,4,1.75,1740,9150,1,"$380,000.00 "
"#1006 - 20 Bloorview Pl Toronto, ON",Don Valley Village,3,2.25,1480,97138,1.5,"$325,000.00 "
"68 Chambers Ave Toronto, ON",Earlscourt,4,2.5,2120,57050,2,"$475,000.00 "
"#405 - 600 Fleet St Toronto, ON",Niagara,1,1,900,4368,1,"$152,900.00 "
"39 Lyon Heights Rd Toronto, ON",Bendale,2,2,1190,7570,1,"$210,000.00 "
"414 Melrose St Toronto, ON",Mimico,4,1,1010,6000,1,"$350,000.00 "
"#517 - 8 Mercer St Toronto, ON",Downtown,3,2.5,2100,17882,2,"$505,000.00 "
"#14 - 175 Jones Ave Toronto, ON",Leslieville,4,2.25,2020,8424,1,"$464,900.00 "
"#502 - 170 Sudbury St Toronto, ON",Little Portugal,3,2,2520,5980,1,"$650,000.00 "
"325 Broadway Ave Toronto, ON",Sherwood Park,2,2.75,1370,1140,2,"$369,950.00 "
"#606 - 240 Scarlett Rd Toronto, ON",Rockcliffe - Smythe,3,2.5,1530,2890,2,"$250,000.00 "
"#114 - 275 Manse Rd Toronto, ON",West Hill,3,2.5,1530,2890,2,"$320,000.00 "
"#1512 - 330 Mccowan Rd Toronto, ON",Eglinton East,4,4.25,5040,16048,1,"$2,532,000.00 "
"#1010 - 1900 Sheppard Ave Toronto, ON",Jane and Finch,4,2.25,2530,24700,2,"$340,000.00 "
"22 Hathway Dr Toronto, ON",Bendale,2,1.5,1010,1968,1.5,"$440,000.00 "
"350 Parkview Ave Toronto, ON",Willowdale,3,1,1200,7727,1,"$219,950.00 "
"444 Kingston Road Toronto, ON",Scarborough Village,4,3,2720,11740,1,"$940,000.00 "
"1 Preston Pl Toronto, ON",North Toronto,4,1.5,1850,6125,1.5,"$399,950.00 "
"#509 - 816 Lansdowne Ave Toronto, ON",Wallace Emerson,3,2.75,2340,8828,1,"$1,568,000.00 "
"101 Glen Long Ave Toronto, ON",Glen Park,4,1.75,1860,9750,1,"$528,000.00 "
"#1112 - 80 Alton Towers Circ Toronto, ON",Toronto,4,1.75,1940,8990,1,"$545,000.00 "
"320 Morningside Ave Toronto, ON",West Hill,2,2,1680,6194,1,"$575,000.00 "
"3 Honey Dr Toronto, ON",Wexford - Maryvale,4,2.75,1770,10184,1,"$235,000.00 "
"#301 - 30 Canterbury Pl Toronto, ON",Willowdale,3,2.5,1790,6371,2,"$272,000.00 "
"#112 - 179 Bleecker St Toronto, ON",Downtown,4,1.75,1720,9600,1,"$380,000.00 "
"#2008 - 151 Dan Leckie Way Toronto, ON",Downtown,3,1,1280,6967,1.5,"$195,000.00 "
"#1105 - 175 Hilda Ave Toronto, ON",Newtonbrook,3,2.5,1690,4988,2,"$297,000.00 "
"#502 - 127 Queen St Toronto, ON",Downtown,4,2.5,2190,7294,2,"$349,000.00 "
"#306 - 1785 Eglinton Ave Toronto, ON",Victoria Village,2,1,710,5200,1,"$320,000.00 "
"17 Grover Dr Toronto, ON",Highland Creek,4,1.5,1890,10707,1,"$319,990.00 "
"#703 - 160 Alton Towers Circ Toronto, ON",Toronto,2,2,1410,12282,1.5,"$439,900.00 "
"#Th110 - 116 George St Toronto, ON",Downtown,3,3.25,2210,3600,2,"$429,000.00 "
"#2305 - 103 The Queensway Ave Toronto, ON",Swansea,3,2,1540,6250,1,"$272,500.00 "
"128 Northcote Ave Toronto, ON",Little Portugal,4,2,1350,7255,1,"$400,000.00 "
"137 Roncesvalles Ave Toronto, ON",Roncesvalles Village,5,2,1380,4300,1.5,"$462,000.00 "
"38 Pinery Tr Toronto, ON",Malvern,2,1,890,6095,1,"$510,000.00 "
"#512 - 650 Lawrence Ave Toronto, ON",Lawrence Heights,3,2.5,1900,3255,2,"$550,000.00 "
"32 Belanger Cres Toronto, ON",Clairlea - Birchmount,3,1,1240,5200,1,"$150,000.00 "
"38 Warrender Ave Toronto, ON",Princess Margaret,3,2.5,1730,8490,1,"$460,000.00 "
"676 Old Weston Rd Toronto, ON",Silverthorn,4,2.5,2090,10306,2,"$632,500.00 "
"#1807 - 3077 Weston Rd Toronto, ON",Humberlea,3,1.75,1650,11220,1,"$361,000.00 "
"#2215 - 36 Lee Centre St Toronto, ON",Woburn,3,2.25,1130,1221,2,"$437,000.00 "
"#216 - 120 Homewood Ave Toronto, ON",Downtown,6,2.75,3240,5750,1,"$370,000.00 "
"#3001 - 375 King St Toronto, ON",Downtown,4,2.5,3840,12151,2,"$884,250.00 "
"#708 - 1900 Lakeshore Blvd Toronto, ON",The Beach,3,1,1200,9936,1,"$225,000.00 "
"23 Commonwealth Ave Toronto, ON",Kennedy Park,2,1,870,5000,1,"$235,000.00 "
"#1008 - 38 The Esplanade St Toronto, ON",Downtown,6,3.5,2410,6000,2,"$767,500.00 "
"103 Arundel Ave Toronto, ON",Riverdale,3,1.75,1560,8078,1.5,"$1,200,000.00 "
"98 Riverdale Ave Toronto, ON",Riverdale,3,2.5,2410,46609,2,"$715,000.00 "
"#1109 - 88 Park Lawn Rd Toronto, ON",Humber Bay,4,2.25,2300,7700,1,"$417,000.00 "
"140 Valdor Dr Toronto, ON",Milliken,3,1,1390,12145,1,"$199,000.00 "
